600,5403023
599,5838532
599,0100075
599,3463564
600,2836622
600,9601703
600,7539023
599,8545
599,0888697
599,1609285
600,0044257
600,843854
600,9074468
600,1367372
599,2403121
599,0423405
599,7248367
600,6603167
600,9887046
600,4080821
599,4522707
599,0000392
599,467167
600,424179
600,9912028
600,6469193
599,7078612
599,0373941
599,2519425
600,1542514
600,9147424
600,8342234
599,9867233
599,1514297
599,0963078
599,8720363
600,7654141
600,9550736
600,2666429
599,3330619
599,0126607
599,6000147
600,5551133
600,9998433
600,525322
599,5678221
599,0076645
599,3598557
600,3005925
600,964966
600,7421542
599,8370092
599,0817172
599,1706902
600,0221268
600,8532201
600,8998668
600,1191801
599,2289198
599,047587
599,7418984
600,6735072
600,9858966
600,3918572
599,4375461
599,0003525
599,4822302
600,440143
600,9933904
600,6333192
599,6909773
599,0327494
599,2638073
600,1717173
600,9217513
600,8243313
599,969025
599,1421969
599,1040291
599,8896128
600,776686
600,9496777
600,2495401
599,3199765
599,0156234
599,6163016
600,5697503
600,9993733
600,510177
599,5519264
599,0056325
599,3735556
600,3174287
600,9694594
600,7301736
599,8195696
599,0748525
599,1807118
600,0398209
600,8623189
600,8920049
600,1015857
599,2177691
599,053132
599,759041
600,6864866
600,9827796
600,3755096
599,4229978
599,0009792
599,4974557
600,4559691
600,9952666
600,6195206
599,6741902
599,0284078
599,2759028
600,1891294
600,9284713
600,814181
599,9513364
599,1332329
599,1120311
599,9072238
600,7877145
600,9439841
600,2323591
599,3071042
599,0188945
599,6327087
600,5842088
600,9985901
600,4948722
599,5361711
599,0039122
599,3874518
600,3341654
600,9736489
600,7179641
599,8021864
599,0682776
599,1909901
600,0575025
600,8711474
600,8838634
600,0839594
599,2068636
599,0589737
599,776259
600,6992508
600,9793546
600,3590443
599,4086303
599,0019189
599,5128387
600,4716523
600,996831
600,6055279
599,6575052
599,0243707
599,2882252
600,2064822
600,9349004
600,8037755
599,9336631
599,1245405
599,1203114
599,9248639
600,7984962
600,9379948
600,2151053
599,294449
599,0224731
599,6492309
600,5984842
600,9974939
600,4794123
599,5205612
599,0025039
599,4015399
600,3507973
600,9775333
600,7055296
599,7848653
599,0619948
599,201522
600,0751662
600,8797029
600,8754449
600,0663069
599,1962066
599,0651103
599,7935473
600,7117959
600,9756227
600,3424665
599,3944481
599,0031714
599,5283743
600,4871877
600,998083
600,5913454
599,6409276
599,0206393
599,3007707
600,2237703
600,9410365
600,7931181
599,9160105
599,1161225
599,1288674
599,9425276
600,8090276
600,9317114
600,197784
599,2820149
599,026358
599,665863
600,6125721
600,9960852
600,4638022
599,5051016
599,0014083
599,4158156
600,3673194
600,9811114
600,6928741
599,7676116
599,0560059
599,2123041
600,0928062
600,8879828
600,8667521
600,0486335
599,1858015
599,0715399
599,8109002
600,724118
600,9715851
600,3257813
599,3804557
599,0047363
599,5440577
600,5025704
600,9990221
600,5769776
599,6244625
599,0172148
599,3135354
600,2409883
600,9468777
600,7822121
599,8983843
599,1079815
599,1376964
599,9602092
600,8193055
600,9251361
600,1804008
599,2698058
599,030548
599,6825999
600,6264679
600,9943643
600,4480467
599,489797
599,0006256
599,4302744
600,3837263
600,984382
600,6800014
599,7504307
599,0503129
599,223333
600,1104172
600,8959843
600,8577876
600,0309449
599,1756516
599,0782604
599,8283124
600,7362131
600,9672429
600,3089941
599,3666575
599,0066131
599,559884
600,5177956
600,9996483
600,5624289
599,608115
599,0140984
599,3265151
600,2581308
600,9524222
600,771061
599,8807899
599,10012
599,1467956
599,9779034
